Problem,Generation,BestCost,TimeMS
GPP,459,362,14835
GPP,460,362,14866
GPP,461,362,14898
GPP,462,362,14930
GPP,463,362,14961
GPP,464,362,14993
GPP,465,362,15025
GPP,466,362,15056
GPP,467,362,15088
GPP,468,362,15119
GPP,469,362,15151
GPP,470,362,15182
GPP,471,362,15214
GPP,472,362,15245
GPP,473,362,15293
GPP,474,362,15324
GPP,475,362,15356
GPP,476,362,15387
GPP,477,362,15418
GPP,478,362,15451
GPP,479,362,15482
GPP,480,362,15514
GPP,481,362,15545
GPP,482,362,15576
GPP,483,362,15608
GPP,484,362,15639
GPP,485,362,15671
GPP,486,362,15702
GPP,487,362,15734
GPP,488,362,15765
GPP,489,362,15797
GPP,490,362,15829
GPP,491,362,15861
GPP,492,362,15893
GPP,493,361,15924
GPP,494,361,15956
GPP,495,361,15988
GPP,496,361,16021
GPP,497,361,16051
GPP,498,361,16083
GPP,499,361,16115
GPP,500,361,16147
GPP,501,361,16178
GPP,502,361,16210
GPP,503,361,16242
GPP,504,361,16273
GPP,505,361,16305
GPP,506,361,16337
GPP,507,361,16370
GPP,508,361,16400
GPP,509,358,16432
GPP,510,358,16464
GPP,511,357,16495
GPP,512,357,16526
GPP,513,357,16558
GPP,514,357,16589
GPP,515,357,16621
GPP,516,356,16652
GPP,517,356,16683
GPP,518,356,16715
GPP,519,354,16746
GPP,520,352,16762
GPP,521,352,16794
GPP,522,352,16825
GPP,523,352,16857
GPP,524,349,16888
GPP,525,349,16920
GPP,526,349,16951
GPP,527,349,16983
GPP,528,348,17014
GPP,529,348,17046
GPP,530,348,17077
GPP,531,348,17109
GPP,532,348,17140
GPP,533,343,17172
GPP,534,343,17203
GPP,535,343,17235
GPP,536,343,17266
GPP,537,343,17297
GPP,538,343,17329
GPP,539,343,17360
GPP,540,343,17392
GPP,541,343,17424
GPP,542,343,17455
GPP,543,343,17487
GPP,544,343,17519
GPP,545,343,17550
GPP,546,343,17582
GPP,547,343,17613
GPP,548,343,17645
GPP,549,343,17677
GPP,550,343,17709
GPP,551,343,17749
GPP,552,343,17773
GPP,553,343,17804
GPP,554,343,17836
GPP,555,343,17868
GPP,556,343,17900
GPP,557,343,17931
GPP,558,343,17963
GPP,559,343,18004
GPP,560,343,18035
GPP,561,343,18068
GPP,562,343,18098
GPP,563,343,18129
GPP,564,343,18160
GPP,565,343,18191
GPP,566,343,18223
GPP,567,343,18255
GPP,568,343,18286
GPP,569,343,18318
GPP,570,343,18349
GPP,571,343,18381
GPP,572,343,18411
GPP,573,343,18443
GPP,574,341,18474
GPP,575,341,18504
GPP,576,341,18535
GPP,577,341,18567
GPP,578,341,18598
GPP,579,341,18628
GPP,580,341,18658
GPP,581,341,18687
GPP,582,341,18719
GPP,583,338,18749
GPP,584,338,18777
GPP,585,338,18808
GPP,586,338,18838
GPP,587,338,18867
GPP,588,338,18900
GPP,589,338,18930
GPP,590,336,18961
GPP,591,336,18983
GPP,592,336,19015
GPP,593,336,19046
GPP,594,336,19078
GPP,595,336,19110
GPP,596,336,19142
GPP,597,336,19174
GPP,598,336,19205
GPP,599,336,19237
GPP,600,336,19268
GPP,601,336,19299
GPP,602,336,19331
GPP,603,335,19363
GPP,604,335,19395
GPP,605,335,19427
GPP,606,335,19458
GPP,607,335,19489
GPP,608,335,19521
GPP,609,335,19552
GPP,610,331,19584
GPP,611,331,19615
GPP,612,331,19648
GPP,613,331,19679
GPP,614,331,19711
GPP,615,331,19742
GPP,616,331,19774
GPP,617,331,19805
GPP,618,331,19837
GPP,619,330,19868
GPP,620,330,19900
GPP,621,330,19931
GPP,622,330,19963
GPP,623,330,19994
GPP,624,330,20026
GPP,625,330,20057
GPP,626,330,20088
GPP,627,330,20120
GPP,628,330,20136
GPP,629,330,20167
GPP,630,330,20199
GPP,631,330,20230
GPP,632,330,20262
GPP,633,330,20293
GPP,634,330,20325
GPP,635,330,20356
GPP,636,330,20388
GPP,637,330,20419
GPP,638,330,20451
GPP,639,330,20483
GPP,640,330,20522
GPP,641,330,20546
GPP,642,330,20578
GPP,643,330,20626
GPP,644,330,20662
GPP,645,330,20695
GPP,646,330,20721
GPP,647,330,20771
GPP,648,330,20807
GPP,649,330,20846
GPP,650,330,20879
GPP,651,330,20911
GPP,652,330,20942
GPP,653,330,20973
GPP,654,330,21005
GPP,655,330,21052
GPP,656,330,21084
GPP,657,330,21116
GPP,658,330,21148
GPP,659,330,21179
GPP,660,330,21211
GPP,661,330,21255
GPP,662,330,21274
GPP,663,330,21305
GPP,664,330,21337
GPP,665,330,21369
GPP,666,330,21401
GPP,667,330,21432
GPP,668,330,21480
GPP,669,330,21515
GPP,670,330,21559
GPP,671,330,21591
GPP,672,330,21623
GPP,673,330,21654
GPP,674,330,21686
GPP,675,330,21730
GPP,676,330,21765
GPP,677,330,21813
GPP,678,330,21845
GPP,679,330,21882
GPP,680,330,21908
GPP,681,330,21955
GPP,682,328,21986
GPP,683,328,22018
GPP,684,328,22050
GPP,685,328,22082
GPP,686,328,22113
GPP,687,328,22145
GPP,688,328,22177
GPP,689,325,22209
GPP,690,325,22240
GPP,691,325,22272
GPP,692,325,22303
GPP,693,325,22335
GPP,694,325,22367
GPP,695,325,22398
GPP,696,325,22430
GPP,697,322,22462
GPP,698,322,22494
GPP,699,322,22541
GPP,700,322,22573
GPP,701,322,22604
GPP,702,322,22640
GPP,703,322,22670
GPP,704,321,22702
GPP,705,321,22735
GPP,706,321,22765
GPP,707,321,22798
GPP,708,321,22829
GPP,709,321,22862
GPP,710,321,22895
GPP,711,321,22928
GPP,712,321,22959
GPP,713,321,22990
GPP,714,321,23022
GPP,715,321,23053
GPP,716,321,23071
GPP,717,321,23103
GPP,718,321,23134
GPP,719,321,23165
GPP,720,321,23213
GPP,721,321,23245
GPP,722,321,23277
GPP,723,321,23308
GPP,724,321,23340
GPP,725,321,23373
GPP,726,321,23403
GPP,727,320,23435
GPP,728,320,23475
GPP,729,320,23507
GPP,730,320,23546
GPP,731,320,23577
GPP,732,320,23609
GPP,733,320,23641
GPP,734,320,23673
GPP,735,320,23704
GPP,736,320,23736
GPP,737,320,23769
GPP,738,320,23801
GPP,739,320,23832
GPP,740,320,23863
GPP,741,320,23895
GPP,742,320,23926
GPP,743,320,23957
GPP,744,320,23989
GPP,745,320,24026
GPP,746,320,24062
GPP,747,320,24095
GPP,748,320,24119
GPP,749,320,24147
GPP,750,320,24179
GPP,751,320,24211
GPP,752,320,24243
GPP,753,320,24275
GPP,754,320,24306
GPP,755,320,24338
GPP,756,320,24370
GPP,757,320,24402
GPP,758,320,24442
GPP,759,320,24465
GPP,760,320,24497
GPP,761,320,24528
GPP,762,319,24560
GPP,763,319,24592
GPP,764,318,24623
GPP,765,318,24654
GPP,766,318,24686
GPP,767,318,24717
GPP,768,318,24749
GPP,769,318,24796
GPP,770,318,24813
GPP,771,318,24845
GPP,772,318,24892
GPP,773,318,24924
GPP,774,318,24955
GPP,775,318,24987
GPP,776,318,25018
GPP,777,318,25050
GPP,778,316,25081
GPP,779,316,25113
GPP,780,316,25144
GPP,781,316,25176
GPP,782,316,25208
GPP,783,316,25240
GPP,784,316,25271
GPP,785,316,25303
GPP,786,316,25335
GPP,787,316,25366
GPP,788,316,25405
GPP,789,316,25437
GPP,790,316,25468
GPP,791,316,25500
GPP,792,316,25523
GPP,793,316,25554
GPP,794,316,25586
GPP,795,316,25617
GPP,796,316,25648
GPP,797,316,25680
GPP,798,316,25711
GPP,799,316,25743
GPP,800,316,25774
GPP,801,316,25821
GPP,802,316,25853
GPP,803,316,25884
GPP,804,316,25915
GPP,805,316,25948
GPP,806,316,25979
GPP,807,316,26011
GPP,808,316,26043
GPP,809,316,26075
GPP,810,316,26106
GPP,811,316,26138
GPP,812,316,26169
GPP,813,316,26205
GPP,814,316,26233
GPP,815,316,26264
GPP,816,314,26296
GPP,817,314,26328
GPP,818,314,26359
GPP,819,314,26391
GPP,820,314,26423
GPP,821,314,26454
GPP,822,314,26486
GPP,823,314,26518
GPP,824,314,26549
GPP,825,314,26581
GPP,826,314,26613
GPP,827,314,26644
GPP,828,314,26676
GPP,829,314,26707
GPP,830,314,26738
GPP,831,314,26770
GPP,832,314,26801
GPP,833,314,26833
GPP,834,314,26865
GPP,835,314,26897
GPP,836,314,26928
GPP,837,314,26960
GPP,838,314,26991
GPP,839,314,27023
GPP,840,314,27054
GPP,841,314,27085
GPP,842,314,27117
GPP,843,314,27148
GPP,844,314,27180
GPP,845,314,27211
GPP,846,314,27242
GPP,847,314,27282
GPP,848,314,27306
GPP,849,314,27338
GPP,850,314,27369
GPP,851,314,27401
GPP,852,314,27433
GPP,853,314,27464
GPP,854,314,27496
GPP,855,314,27527
GPP,856,314,27559
GPP,857,314,27590
GPP,858,314,27622
GPP,859,314,27653
GPP,860,314,27685
GPP,861,312,27717
GPP,862,312,27748
GPP,863,312,27780
GPP,864,311,27811
GPP,865,311,27843
GPP,866,311,27875
GPP,867,311,27907
GPP,868,311,27938
GPP,869,311,27970
GPP,870,311,28001
GPP,871,311,28033
GPP,872,311,28065
GPP,873,311,28096
GPP,874,311,28128
GPP,875,311,28160
GPP,876,311,28192
GPP,877,311,28224
GPP,878,311,28255
GPP,879,311,28287
GPP,880,311,28319
GPP,881,311,28350
GPP,882,311,28382
GPP,883,310,28414
GPP,884,310,28446
GPP,885,310,28478
GPP,886,310,28510
GPP,887,310,28542
GPP,888,310,28574
GPP,889,310,28605
GPP,890,310,28638
GPP,891,309,28669
GPP,892,309,28700
GPP,893,309,28732
GPP,894,309,28764
GPP,895,309,28795
GPP,896,309,28827
GPP,897,309,28858
GPP,898,309,28889
GPP,899,309,28921
GPP,900,309,28952
GPP,901,309,28984
GPP,902,309,29016
GPP,903,309,29047
GPP,904,309,29078
GPP,905,309,29110
GPP,906,309,29141
GPP,907,309,29173
GPP,908,309,29204
GPP,909,309,29236
GPP,910,309,29268
GPP,911,309,29299
GPP,912,309,29331
GPP,913,309,29371
GPP,914,309,29393
GPP,915,309,29425
GPP,916,309,29457
GPP,917,309,29498
GPP,918,309,29520
GPP,919,309,29567
GPP,920,309,29599
GPP,921,309,29630
GPP,922,309,29662
GPP,923,309,29694
GPP,924,309,29727
GPP,925,309,29758
GPP,926,309,29789
GPP,927,309,29821
GPP,928,309,29852
GPP,929,309,29884
GPP,930,309,29921
GPP,931,309,29956
GPP,932,309,29980
GPP,933,309,30012
GPP,934,309,30053
GPP,935,309,30084
GPP,936,309,30116
GPP,937,309,30148
GPP,938,309,30180
GPP,939,309,30211
GPP,940,309,30232
GPP,941,309,30264
GPP,942,309,30295
GPP,943,309,30327
GPP,944,309,30358
GPP,945,309,30390
GPP,946,309,30421
GPP,947,309,30453
GPP,948,309,30500
GPP,949,309,30532
GPP,950,309,30563
GPP,951,309,30594
GPP,952,309,30626
GPP,953,309,30657
GPP,954,309,30689
GPP,955,309,30720
GPP,956,309,30752
GPP,957,309,30783
GPP,958,309,30815
GPP,959,309,30846
GPP,960,309,30877
GPP,961,309,30909
GPP,962,309,30941
GPP,963,309,30957
GPP,964,309,30988
GPP,965,309,31020
GPP,966,308,31051
GPP,967,308,31083
GPP,968,308,31114
GPP,969,308,31146
GPP,970,308,31191
GPP,971,308,31210
GPP,972,308,31241
GPP,973,308,31273
GPP,974,308,31320
GPP,975,308,31336
GPP,976,308,31368
GPP,977,307,31399
GPP,978,307,31431
GPP,979,307,31462
GPP,980,307,31494
GPP,981,307,31540
GPP,982,307,31572
GPP,983,305,31603
GPP,984,305,31635
GPP,985,305,31666
GPP,986,305,31697
GPP,987,305,31729
GPP,988,305,31760
GPP,989,305,31791
GPP,990,305,31822
GPP,991,305,31854
GPP,992,305,31885
GPP,993,305,31916
GPP,994,305,31948
GPP,995,305,31963
GPP,996,305,31995
GPP,997,305,32026
GPP,998,305,32058
GPP,999,305,32105
GPP,1000,305,32136
GPP,1001,305,32168
GPP,1002,305,32199
GPP,1003,305,32237
GPP,1004,305,32308
GPP,1005,305,32356
GPP,1006,305,32401
GPP,1007,305,32436
GPP,1008,305,32474
GPP,1009,305,32514
GPP,1010,305,32552
GPP,1011,305,32591
GPP,1012,305,32625
GPP,1013,305,32660
GPP,1014,305,32690
GPP,1015,305,32722
GPP,1016,305,32754
GPP,1017,305,32785
GPP,1018,305,32833
GPP,1019,305,32869
GPP,1020,305,32903
GPP,1021,305,32938
GPP,1022,305,32971
GPP,1023,305,33003
GPP,1024,305,33024
GPP,1025,305,33070
GPP,1026,305,33110
GPP,1027,305,33148
GPP,1028,305,33181
GPP,1029,305,33212
GPP,1030,305,33244
GPP,1031,305,33279
GPP,1032,305,33307
GPP,1033,305,33341
GPP,1034,305,33381
GPP,1035,305,33419
GPP,1036,305,33452
GPP,1037,305,33482
GPP,1038,305,33520
GPP,1039,305,33551
GPP,1040,305,33581
GPP,1041,305,33613
GPP,1042,305,33644
GPP,1043,305,33682
GPP,1044,305,33709
GPP,1045,305,33751
GPP,1046,305,33782
GPP,1047,305,33814
GPP,1048,305,33846
GPP,1049,305,33877
GPP,1050,305,33924
GPP,1051,305,33956
GPP,1052,305,33987
GPP,1053,305,34025
GPP,1054,305,34057
GPP,1055,305,34091
GPP,1056,303,34123
GPP,1057,303,34165
GPP,1058,303,34197
GPP,1059,303,34225
GPP,1060,303,34275
GPP,1061,303,34303
GPP,1062,303,34339
GPP,1063,303,34374
GPP,1064,303,34413
GPP,1065,302,34447
GPP,1066,302,34493
GPP,1067,302,34532
GPP,1068,302,34566
GPP,1069,301,34607
GPP,1070,301,34651
GPP,1071,300,34688
GPP,1072,300,34725
GPP,1073,299,34757
GPP,1074,298,34789
GPP,1075,298,34819
GPP,1076,298,34851
GPP,1077,298,34883
GPP,1078,298,34917
GPP,1079,298,34949
GPP,1080,298,34980
GPP,1081,298,35012
GPP,1082,298,35052
GPP,1083,298,35075
GPP,1084,298,35121
GPP,1085,298,35154
GPP,1086,298,35186
GPP,1087,298,35218
GPP,1088,298,35250
GPP,1089,298,35291
GPP,1090,298,35313
GPP,1091,298,35360
GPP,1092,298,35392
GPP,1093,297,35427
GPP,1094,297,35471
GPP,1095,297,35503
GPP,1096,297,35534
GPP,1097,296,35566
GPP,1098,296,35609
GPP,1099,296,35632
GPP,1100,296,35678
GPP,1101,296,35709
GPP,1102,296,35741
GPP,1103,296,35773
GPP,1104,296,35804
GPP,1105,296,35836
GPP,1106,296,35868
GPP,1107,296,35899
GPP,1108,296,35947
GPP,1109,296,35978
GPP,1110,296,36010
GPP,1111,296,36042
GPP,1112,296,36074
GPP,1113,296,36106
GPP,1114,296,36138
GPP,1115,296,36170
GPP,1116,296,36201
GPP,1117,296,36233
GPP,1118,296,36265
GPP,1119,296,36296
GPP,1120,296,36327
GPP,1121,296,36359
GPP,1122,296,36390
GPP,1123,295,36437
GPP,1124,295,36469
GPP,1125,295,36501
GPP,1126,295,36532
GPP,1127,295,36564
GPP,1128,295,36596
GPP,1129,295,36627
GPP,1130,295,36659
GPP,1131,295,36691
GPP,1132,295,36723
GPP,1133,295,36765
GPP,1134,295,36786
GPP,1135,295,36834
GPP,1136,295,36865
GPP,1137,295,36897
GPP,1138,295,36929
GPP,1139,295,36961
GPP,1140,295,36992
GPP,1141,295,37024
GPP,1142,295,37055
GPP,1143,295,37087
GPP,1144,295,37119
GPP,1145,295,37154
GPP,1146,295,37186
GPP,1147,295,37213
GPP,1148,295,37261
GPP,1149,295,37293
GPP,1150,295,37325
GPP,1151,295,37357
GPP,1152,295,37388
GPP,1153,295,37420
GPP,1154,295,37452
GPP,1155,295,37483
GPP,1156,295,37515
GPP,1157,295,37547
GPP,1158,295,37595
GPP,1159,295,37626
GPP,1160,295,37658
GPP,1161,295,37698
GPP,1162,295,37733
GPP,1163,295,37771
GPP,1164,295,37800
GPP,1165,295,37840
GPP,1166,295,37863
GPP,1167,295,37895
GPP,1168,295,37927
GPP,1169,295,37958
GPP,1170,295,37990
GPP,1171,294,38022
GPP,1172,294,38054
GPP,1173,294,38102
GPP,1174,294,38134
GPP,1175,294,38170
GPP,1176,294,38197
GPP,1177,294,38228
GPP,1178,294,38260
GPP,1179,293,38303
GPP,1180,293,38323
GPP,1181,293,38355
GPP,1182,293,38387
GPP,1183,293,38438
GPP,1184,292,38471
GPP,1185,292,38504
GPP,1186,292,38535
GPP,1187,292,38571
GPP,1188,292,38603
GPP,1189,292,38634
GPP,1190,292,38666
GPP,1191,292,38701
GPP,1192,292,38738
GPP,1193,291,38770
GPP,1194,291,38795
GPP,1195,291,38845
GPP,1196,291,38881
GPP,1197,290,38924
GPP,1198,290,38967
GPP,1199,290,39001
GPP,1200,290,39032
GPP,1201,290,39077
GPP,1202,290,39112
GPP,1203,289,39156
GPP,1204,289,39193
GPP,1205,289,39223
GPP,1206,289,39254
GPP,1207,289,39294
GPP,1208,289,39325
GPP,1209,289,39357
GPP,1210,289,39389
GPP,1211,289,39425
GPP,1212,289,39458
GPP,1213,289,39490
GPP,1214,289,39521
GPP,1215,289,39573
GPP,1216,289,39609
GPP,1217,289,39632
GPP,1218,289,39680
GPP,1219,289,39711
GPP,1220,289,39743
GPP,1221,289,39777
GPP,1222,289,39807
GPP,1223,289,39839
GPP,1224,289,39871
GPP,1225,289,39922
GPP,1226,289,39950
GPP,1227,289,39982
GPP,1228,289,40013
GPP,1229,289,40045
GPP,1230,289,40093
GPP,1231,289,40124
GPP,1232,289,40156
GPP,1233,289,40192
GPP,1234,289,40232
GPP,1235,289,40269
GPP,1236,289,40299
GPP,1237,289,40330
GPP,1238,289,40381
GPP,1239,289,40419
GPP,1240,289,40456
GPP,1241,289,40490
GPP,1242,289,40519
GPP,1243,289,40555
GPP,1244,289,40598
GPP,1245,289,40634
GPP,1246,289,40661
GPP,1247,289,40697
GPP,1248,289,40741
