Problem,Generation,BestCost,TimeMS
GPP,1249,289,40772
GPP,1250,289,40803
GPP,1251,289,40835
GPP,1252,289,40867
GPP,1253,289,40899
GPP,1254,289,40942
GPP,1255,289,40967
GPP,1256,289,40994
GPP,1257,289,41026
GPP,1258,289,41074
GPP,1259,289,41105
GPP,1260,289,41137
GPP,1261,289,41168
GPP,1262,289,41200
GPP,1263,289,41232
GPP,1264,289,41272
GPP,1265,289,41295
GPP,1266,289,41343
GPP,1267,289,41378
GPP,1268,289,41406
GPP,1269,289,41438
GPP,1270,289,41470
GPP,1271,289,41502
GPP,1272,289,41540
GPP,1273,289,41566
GPP,1274,289,41613
GPP,1275,289,41648
GPP,1276,289,41676
GPP,1277,289,41712
GPP,1278,289,41740
GPP,1279,289,41787
GPP,1280,289,41819
GPP,1281,289,41859
GPP,1282,289,41882
GPP,1283,289,41930
GPP,1284,289,41961
GPP,1285,289,42009
GPP,1286,289,42041
GPP,1287,289,42072
GPP,1288,289,42104
GPP,1289,289,42151
GPP,1290,289,42183
GPP,1291,289,42230
GPP,1292,289,42262
GPP,1293,289,42303
GPP,1294,289,42335
GPP,1295,289,42368
GPP,1296,289,42399
GPP,1297,289,42430
GPP,1298,289,42462
GPP,1299,289,42482
GPP,1300,289,42522
GPP,1301,289,42556
GPP,1302,289,42577
GPP,1303,289,42625
GPP,1304,289,42657
GPP,1305,289,42689
GPP,1306,289,42724
GPP,1307,289,42752
GPP,1308,289,42784
GPP,1309,289,42816
GPP,1310,289,42847
GPP,1311,289,42885
GPP,1312,289,42916
GPP,1313,289,42949
GPP,1314,288,42980
GPP,1315,288,43012
GPP,1316,288,43035
GPP,1317,288,43067
GPP,1318,288,43114
GPP,1319,288,43148
GPP,1320,288,43177
GPP,1321,288,43209
GPP,1322,288,43241
GPP,1323,288,43272
GPP,1324,288,43303
GPP,1325,288,43335
GPP,1326,288,43369
GPP,1327,288,43398
GPP,1328,288,43430
GPP,1329,288,43461
GPP,1330,288,43493
GPP,1331,288,43525
GPP,1332,288,43557
GPP,1333,288,43588
GPP,1334,288,43620
GPP,1335,288,43652
GPP,1336,288,43686
GPP,1337,288,43715
GPP,1338,288,43747
GPP,1339,288,43779
GPP,1340,288,43811
GPP,1341,288,43843
GPP,1342,288,43875
GPP,1343,288,43907
GPP,1344,287,43939
GPP,1345,287,43986
GPP,1346,287,44018
GPP,1347,287,44049
GPP,1348,287,44081
GPP,1349,287,44113
GPP,1350,287,44161
GPP,1351,287,44198
GPP,1352,287,44276
GPP,1353,287,44341
GPP,1354,287,44380
GPP,1355,287,44412
GPP,1356,287,44444
GPP,1357,287,44492
GPP,1358,287,44524
GPP,1359,287,44556
GPP,1360,287,44599
GPP,1361,287,44635
GPP,1362,287,44669
GPP,1363,287,44716
GPP,1364,287,44746
GPP,1365,287,44782
GPP,1366,287,44815
GPP,1367,287,44841
GPP,1368,287,44872
GPP,1369,287,44904
GPP,1370,287,44935
GPP,1371,287,44967
GPP,1372,287,44998
GPP,1373,287,45030
GPP,1374,287,45070
GPP,1375,287,45109
GPP,1376,287,45141
GPP,1377,287,45178
GPP,1378,287,45210
GPP,1379,287,45236
GPP,1380,287,45269
GPP,1381,287,45312
GPP,1382,287,45345
GPP,1383,287,45377
GPP,1384,287,45409
GPP,1385,287,45441
GPP,1386,287,45474
GPP,1387,287,45504
GPP,1388,287,45536
GPP,1389,287,45567
GPP,1390,287,45615
GPP,1391,287,45647
GPP,1392,287,45678
GPP,1393,287,45710
GPP,1394,287,45742
GPP,1395,287,45773
GPP,1396,287,45805
GPP,1397,287,45837
GPP,1398,287,45869
GPP,1399,287,45901
GPP,1400,287,45932
GPP,1401,287,45981
GPP,1402,287,46012
GPP,1403,287,46042
GPP,1404,287,46073
GPP,1405,287,46105
GPP,1406,287,46137
GPP,1407,287,46185
GPP,1408,287,46217
GPP,1409,287,46250
GPP,1410,287,46286
GPP,1411,287,46318
GPP,1412,287,46348
GPP,1413,287,46384
GPP,1414,287,46406
GPP,1415,287,46450
GPP,1416,287,46469
GPP,1417,287,46516
GPP,1418,287,46552
GPP,1419,287,46580
GPP,1420,287,46612
GPP,1421,287,46650
GPP,1422,287,46675
GPP,1423,287,46707
GPP,1424,287,46739
GPP,1425,287,46771
GPP,1426,287,46802
GPP,1427,287,46834
GPP,1428,287,46866
GPP,1429,287,46904
GPP,1430,287,46944
GPP,1431,287,46976
GPP,1432,287,47008
GPP,1433,287,47039
GPP,1434,287,47071
GPP,1435,287,47103
GPP,1436,287,47139
GPP,1437,287,47175
GPP,1438,287,47208
GPP,1439,287,47232
GPP,1440,287,47271
GPP,1441,287,47305
GPP,1442,287,47325
GPP,1443,287,47365
GPP,1444,287,47388
GPP,1445,287,47420
GPP,1446,287,47454
GPP,1447,287,47484
GPP,1448,287,47519
GPP,1449,287,47552
GPP,1450,287,47586
GPP,1451,287,47632
GPP,1452,287,47658
GPP,1453,287,47694
GPP,1454,287,47726
GPP,1455,287,47757
GPP,1456,287,47785
GPP,1457,287,47819
GPP,1458,287,47851
GPP,1459,287,47880
GPP,1460,287,47912
GPP,1461,287,47944
GPP,1462,287,47974
GPP,1463,287,48006
GPP,1464,287,48037
GPP,1465,285,48053
GPP,1466,285,48085
GPP,1467,285,48117
GPP,1468,285,48149
GPP,1469,285,48192
GPP,1470,285,48225
GPP,1471,285,48243
GPP,1472,285,48277
GPP,1473,285,48323
GPP,1474,285,48354
GPP,1475,285,48386
GPP,1476,285,48418
GPP,1477,285,48450
GPP,1478,285,48482
GPP,1479,285,48515
GPP,1480,285,48547
GPP,1481,285,48578
GPP,1482,285,48611
GPP,1483,285,48640
GPP,1484,285,48675
GPP,1485,285,48699
GPP,1486,285,48745
GPP,1487,285,48777
GPP,1488,285,48809
GPP,1489,285,48841
GPP,1490,285,48892
GPP,1491,285,48935
GPP,1492,285,48977
GPP,1493,285,49018
GPP,1494,285,49047
GPP,1495,285,49101
GPP,1496,285,49140
GPP,1497,285,49173
GPP,1498,285,49214
GPP,1499,285,49254
GPP,1500,285,49283
GPP,1501,285,49322
GPP,1502,285,49346
GPP,1503,285,49387
GPP,1504,285,49409
GPP,1505,285,49457
GPP,1506,285,49489
GPP,1507,285,49520
GPP,1508,285,49552
GPP,1509,285,49591
GPP,1510,285,49623
GPP,1511,285,49647
GPP,1512,285,49692
GPP,1513,285,49727
GPP,1514,285,49753
GPP,1515,285,49797
GPP,1516,285,49832
GPP,1517,285,49876
GPP,1518,285,49914
GPP,1519,285,49943
GPP,1520,285,49984
GPP,1521,285,50020
GPP,1522,285,50054
GPP,1523,285,50089
GPP,1524,285,50117
GPP,1525,285,50148
GPP,1526,285,50180
GPP,1527,285,50227
GPP,1528,285,50259
GPP,1529,285,50291
GPP,1530,285,50326
GPP,1531,285,50354
GPP,1532,285,50385
GPP,1533,285,50417
GPP,1534,285,50461
GPP,1535,285,50482
GPP,1536,285,50527
GPP,1537,285,50559
GPP,1538,285,50591
GPP,1539,285,50623
GPP,1540,285,50655
GPP,1541,285,50687
GPP,1542,285,50718
GPP,1543,285,50750
GPP,1544,285,50782
GPP,1545,285,50814
GPP,1546,285,50845
GPP,1547,285,50892
GPP,1548,285,50924
GPP,1549,285,50965
GPP,1550,285,50999
GPP,1551,285,51033
GPP,1552,285,51066
GPP,1553,285,51098
GPP,1554,285,51129
GPP,1555,285,51175
GPP,1556,285,51208
GPP,1557,285,51240
GPP,1558,285,51272
GPP,1559,285,51309
GPP,1560,285,51341
GPP,1561,285,51377
GPP,1562,285,51414
GPP,1563,285,51447
GPP,1564,285,51478
GPP,1565,285,51510
GPP,1566,285,51542
GPP,1567,285,51578
GPP,1568,285,51606
GPP,1569,285,51638
GPP,1570,285,51669
GPP,1571,285,51711
GPP,1572,285,51745
GPP,1573,285,51779
GPP,1574,285,51815
GPP,1575,285,51862
GPP,1576,285,51910
GPP,1577,285,51960
GPP,1578,285,52028
GPP,1579,285,52071
GPP,1580,285,52109
GPP,1581,285,52143
GPP,1582,285,52175
GPP,1583,285,52205
GPP,1584,285,52237
GPP,1585,285,52271
GPP,1586,285,52320
GPP,1587,285,52357
GPP,1588,285,52388
GPP,1589,285,52420
GPP,1590,285,52471
GPP,1591,285,52504
GPP,1592,285,52546
GPP,1593,285,52579
GPP,1594,285,52612
GPP,1595,285,52645
GPP,1596,285,52672
GPP,1597,285,52713
GPP,1598,285,52739
GPP,1599,285,52780
GPP,1600,285,52809
GPP,1601,285,52846
GPP,1602,285,52879
GPP,1603,285,52912
GPP,1604,285,52943
GPP,1605,285,52977
GPP,1606,285,53005
GPP,1607,285,53044
GPP,1608,285,53072
GPP,1609,285,53110
GPP,1610,285,53136
GPP,1611,285,53167
GPP,1612,285,53201
GPP,1613,285,53237
GPP,1614,285,53277
GPP,1615,285,53302
GPP,1616,285,53341
GPP,1617,285,53374
GPP,1618,285,53406
GPP,1619,285,53439
GPP,1620,285,53472
GPP,1621,285,53504
GPP,1622,285,53539
GPP,1623,285,53569
GPP,1624,285,53606
GPP,1625,285,53638
GPP,1626,285,53671
GPP,1627,285,53701
GPP,1628,285,53734
GPP,1629,285,53766
GPP,1630,285,53802
GPP,1631,285,53821
GPP,1632,285,53854
GPP,1633,285,53893
GPP,1634,285,53925
GPP,1635,285,53956
GPP,1636,285,53996
GPP,1637,285,54022
GPP,1638,285,54059
GPP,1639,285,54092
GPP,1640,285,54125
GPP,1641,285,54157
GPP,1642,285,54190
GPP,1643,285,54222
GPP,1644,285,54258
GPP,1645,285,54290
GPP,1646,285,54321
GPP,1647,285,54351
GPP,1648,285,54383
GPP,1649,285,54414
GPP,1650,285,54430
GPP,1651,285,54470
GPP,1652,285,54507
GPP,1653,285,54542
GPP,1654,285,54574
GPP,1655,285,54607
GPP,1656,285,54639
GPP,1657,285,54669
GPP,1658,285,54701
GPP,1659,285,54719
GPP,1660,285,54750
GPP,1661,285,54789
GPP,1662,285,54825
GPP,1663,285,54859
GPP,1664,285,54891
GPP,1665,285,54922
GPP,1666,285,54951
GPP,1667,285,54983
GPP,1668,285,55018
GPP,1669,285,55046
GPP,1670,285,55078
GPP,1671,285,55108
GPP,1672,285,55141
GPP,1673,285,55175
GPP,1674,285,55208
GPP,1675,285,55244
GPP,1676,285,55269
GPP,1677,285,55308
GPP,1678,285,55334
GPP,1679,285,55366
GPP,1680,285,55405
GPP,1681,285,55438
GPP,1682,285,55471
GPP,1683,285,55504
GPP,1684,285,55537
GPP,1685,285,55568
GPP,1686,285,55600
GPP,1687,285,55632
GPP,1688,285,55664
GPP,1689,285,55695
GPP,1690,285,55736
GPP,1691,285,55771
GPP,1692,285,55810
GPP,1693,285,55856
GPP,1694,285,55891
GPP,1695,285,55924
GPP,1696,285,55953
GPP,1697,285,55990
GPP,1698,285,56021
GPP,1699,285,56056
GPP,1700,285,56091
GPP,1701,285,56127
GPP,1702,285,56161
GPP,1703,285,56194
GPP,1704,285,56228
GPP,1705,285,56261
GPP,1706,285,56295
GPP,1707,285,56331
GPP,1708,285,56355
GPP,1709,285,56397
GPP,1710,285,56430
GPP,1711,285,56462
GPP,1712,285,56486
GPP,1713,285,56518
GPP,1714,285,56550
GPP,1715,285,56582
GPP,1716,285,56627
GPP,1717,285,56659
GPP,1718,285,56692
GPP,1719,285,56717
GPP,1720,285,56749
GPP,1721,285,56781
GPP,1722,285,56819
GPP,1723,285,56850
GPP,1724,285,56889
GPP,1725,285,56922
GPP,1726,285,56954
GPP,1727,285,56987
GPP,1728,285,57019
GPP,1729,285,57051
GPP,1730,285,57082
GPP,1731,285,57117
GPP,1732,285,57152
GPP,1733,285,57190
GPP,1734,285,57227
GPP,1735,285,57267
GPP,1736,285,57301
GPP,1737,285,57334
GPP,1738,285,57366
GPP,1739,285,57397
GPP,1740,285,57429
GPP,1741,285,57465
GPP,1742,285,57498
GPP,1743,285,57530
GPP,1744,285,57552
GPP,1745,285,57594
GPP,1746,285,57626
GPP,1747,285,57659
GPP,1748,285,57684
GPP,1749,285,57716
GPP,1750,285,57755
GPP,1751,285,57788
GPP,1752,285,57820
GPP,1753,285,57852
GPP,1754,285,57883
GPP,1755,285,57915
GPP,1756,285,57947
GPP,1757,285,57983
GPP,1758,285,58015
GPP,1759,285,58048
GPP,1760,285,58075
GPP,1761,285,58103
GPP,1762,285,58138
GPP,1763,285,58172
GPP,1764,285,58209
GPP,1765,285,58241
GPP,1766,285,58267
GPP,1767,285,58299
GPP,1768,285,58338
GPP,1769,285,58370
GPP,1770,285,58402
GPP,1771,285,58434
GPP,1772,285,58466
GPP,1773,285,58499
GPP,1774,285,58531
