Problem,Generation,BestCost,TimeMS
GPP,261,890,17150
GPP,262,890,17211
GPP,263,883,17278
GPP,264,883,17344
GPP,265,878,17411
GPP,266,878,17477
GPP,267,878,17544
GPP,268,878,17594
GPP,269,878,17663
GPP,270,867,17727
GPP,271,867,17794
GPP,272,854,17861
GPP,273,854,17927
GPP,274,854,17994
GPP,275,854,18061
GPP,276,854,18111
GPP,277,854,18178
GPP,278,854,18245
GPP,279,854,18311
GPP,280,854,18378
GPP,281,851,18444
GPP,282,851,18511
GPP,283,851,18579
GPP,284,851,18644
GPP,285,851,18710
GPP,286,851,18776
GPP,287,851,18845
GPP,288,844,18916
GPP,289,844,18982
GPP,290,844,19047
GPP,291,844,19112
GPP,292,844,19174
GPP,293,844,19237
GPP,294,844,19300
GPP,295,844,19363
GPP,296,844,19426
GPP,297,844,19490
GPP,298,844,19553
GPP,299,844,19615
GPP,300,844,19694
GPP,301,839,19758
GPP,302,839,19821
GPP,303,839,19884
GPP,304,839,19947
GPP,305,839,20010
GPP,306,839,20073
GPP,307,839,20137
GPP,308,839,20215
GPP,309,839,20278
GPP,310,839,20341
GPP,311,839,20412
GPP,312,839,20477
GPP,313,836,20541
GPP,314,836,20593
GPP,315,836,20671
GPP,316,836,20735
GPP,317,836,20801
GPP,318,836,20865
GPP,319,835,20929
GPP,320,835,20993
GPP,321,832,21058
GPP,322,832,21121
GPP,323,832,21185
GPP,324,832,21250
GPP,325,832,21313
GPP,326,832,21366
GPP,327,832,21429
GPP,328,830,21492
GPP,329,830,21555
GPP,330,826,21619
GPP,331,826,21691
GPP,332,826,21745
GPP,333,819,21808
GPP,334,819,21887
GPP,335,819,21950
GPP,336,819,22013
GPP,337,815,22076
GPP,338,815,22140
GPP,339,815,22203
GPP,340,815,22269
GPP,341,814,22332
GPP,342,812,22397
GPP,343,812,22455
GPP,344,811,22518
GPP,345,811,22581
GPP,346,811,22644
GPP,347,811,22707
GPP,348,811,22770
GPP,349,809,22833
GPP,350,808,22896
GPP,351,808,22958
GPP,352,808,23038
GPP,353,804,23101
GPP,354,804,23164
GPP,355,804,23227
GPP,356,804,23290
GPP,357,804,23353
GPP,358,804,23417
GPP,359,804,23480
GPP,360,804,23558
GPP,361,804,23621
GPP,362,804,23684
GPP,363,804,23747
GPP,364,804,23810
GPP,365,804,23873
GPP,366,804,23952
GPP,367,804,24014
GPP,368,804,24077
GPP,369,804,24140
GPP,370,804,24203
GPP,371,804,24266
GPP,372,804,24329
GPP,373,804,24393
GPP,374,804,24456
GPP,375,803,24534
GPP,376,803,24597
GPP,377,803,24660
GPP,378,803,24723
GPP,379,803,24787
GPP,380,802,24850
GPP,381,802,24913
GPP,382,802,24976
GPP,383,802,25039
GPP,384,802,25119
GPP,385,802,25182
GPP,386,802,25244
GPP,387,802,25308
GPP,388,802,25371
GPP,389,802,25434
GPP,390,797,25497
GPP,391,797,25560
GPP,392,797,25631
GPP,393,797,25693
GPP,394,794,25756
GPP,395,794,25820
GPP,396,791,25883
GPP,397,791,25946
GPP,398,784,26010
GPP,399,784,26074
GPP,400,784,26136
GPP,401,784,26200
GPP,402,784,26263
GPP,403,783,26327
GPP,404,773,26390
GPP,405,773,26455
GPP,406,768,26518
GPP,407,768,26581
GPP,408,765,26644
GPP,409,765,26707
GPP,410,765,26770
GPP,411,765,26833
GPP,412,765,26896
GPP,413,765,26959
GPP,414,765,27022
GPP,415,765,27085
GPP,416,764,27148
GPP,417,764,27215
GPP,418,764,27277
GPP,419,764,27345
GPP,420,762,27411
GPP,421,762,27478
GPP,422,761,27544
GPP,423,761,27610
GPP,424,761,27677
GPP,425,761,27744
GPP,426,761,27811
GPP,427,761,27877
GPP,428,761,27927
GPP,429,761,27994
GPP,430,761,28060
GPP,431,761,28128
GPP,432,761,28194
GPP,433,760,28261
GPP,434,760,28328
GPP,435,760,28394
GPP,436,760,28460
GPP,437,760,28511
GPP,438,760,28577
GPP,439,760,28644
GPP,440,760,28719
GPP,441,760,28782
GPP,442,760,28847
GPP,443,760,28910
GPP,444,760,28974
GPP,445,760,29038
GPP,446,760,29103
GPP,447,760,29159
GPP,448,758,29222
GPP,449,758,29285
GPP,450,758,29348
GPP,451,758,29424
GPP,452,758,29487
GPP,453,757,29552
GPP,454,757,29615
GPP,455,757,29680
GPP,456,757,29743
GPP,457,757,29807
GPP,458,757,29870
GPP,459,757,29933
GPP,460,757,29996
GPP,461,757,30059
GPP,462,756,30122
GPP,463,756,30185
GPP,464,756,30248
GPP,465,756,30311
GPP,466,756,30374
GPP,467,756,30437
GPP,468,756,30501
GPP,469,755,30563
GPP,470,755,30626
GPP,471,755,30705
GPP,472,755,30768
GPP,473,753,30833
GPP,474,753,30897
GPP,475,753,30962
GPP,476,751,31025
GPP,477,751,31088
GPP,478,751,31152
GPP,479,750,31216
GPP,480,748,31282
GPP,481,748,31344
GPP,482,748,31408
GPP,483,748,31471
GPP,484,747,31528
GPP,485,744,31599
GPP,486,744,31653
GPP,487,738,31716
GPP,488,738,31779
GPP,489,738,31842
GPP,490,738,31905
GPP,491,738,31967
GPP,492,737,32030
GPP,493,737,32108
GPP,494,737,32171
GPP,495,737,32233
GPP,496,736,32297
GPP,497,734,32360
GPP,498,734,32423
GPP,499,734,32487
GPP,500,734,32550
GPP,501,734,32613
GPP,502,734,32676
GPP,503,734,32739
GPP,504,734,32802
GPP,505,734,32881
GPP,506,734,32944
GPP,507,734,33008
GPP,508,734,33071
GPP,509,734,33134
GPP,510,734,33196
GPP,511,733,33259
GPP,512,733,33322
GPP,513,733,33386
GPP,514,733,33449
GPP,515,733,33513
GPP,516,729,33591
GPP,517,729,33654
GPP,518,729,33717
GPP,519,729,33780
GPP,520,729,33843
GPP,521,729,33906
GPP,522,729,33970
GPP,523,729,34041
GPP,524,729,34091
GPP,525,729,34154
GPP,526,729,34218
GPP,527,729,34296
GPP,528,729,34360
GPP,529,729,34423
GPP,530,729,34487
GPP,531,729,34551
GPP,532,729,34614
GPP,533,729,34680
GPP,534,726,34743
GPP,535,726,34807
GPP,536,726,34870
GPP,537,726,34935
GPP,538,726,35010
GPP,539,726,35080
GPP,540,723,35152
GPP,541,723,35232
GPP,542,723,35300
GPP,543,723,35363
GPP,544,723,35426
GPP,545,717,35490
GPP,546,717,35541
GPP,547,717,35616
GPP,548,715,35681
GPP,549,713,35744
GPP,550,713,35808
GPP,551,713,35871
GPP,552,708,35935
GPP,553,708,35993
GPP,554,708,36059
GPP,555,708,36124
GPP,556,708,36187
GPP,557,707,36251
GPP,558,707,36314
GPP,559,707,36374
GPP,560,707,36441
GPP,561,699,36491
GPP,562,699,36559
GPP,563,699,36630
GPP,564,698,36693
GPP,565,697,36757
GPP,566,697,36822
GPP,567,697,36876
GPP,568,697,36951
GPP,569,697,37008
GPP,570,697,37077
GPP,571,697,37140
GPP,572,697,37203
GPP,573,697,37261
GPP,574,697,37327
GPP,575,697,37394
GPP,576,697,37461
GPP,577,695,37511
GPP,578,695,37577
GPP,579,695,37643
GPP,580,695,37711
GPP,581,695,37777
GPP,582,695,37844
GPP,583,695,37910
GPP,584,695,37974
GPP,585,695,38028
GPP,586,693,38094
GPP,587,693,38160
GPP,588,693,38227
GPP,589,693,38293
GPP,590,693,38359
GPP,591,690,38417
GPP,592,690,38487
GPP,593,690,38544
GPP,594,690,38616
GPP,595,690,38679
GPP,596,690,38743
GPP,597,690,38808
GPP,598,690,38873
GPP,599,690,38937
GPP,600,690,39001
GPP,601,685,39066
GPP,602,685,39130
GPP,603,685,39194
GPP,604,685,39243
GPP,605,685,39310
GPP,606,685,39377
GPP,607,685,39444
GPP,608,685,39511
GPP,609,685,39578
GPP,610,685,39643
GPP,611,685,39711
GPP,612,685,39778
GPP,613,685,39843
GPP,614,685,39906
GPP,615,684,39960
GPP,616,683,40028
GPP,617,683,40092
GPP,618,683,40161
GPP,619,682,40210
GPP,620,682,40288
GPP,621,679,40352
GPP,622,679,40410
GPP,623,679,40476
GPP,624,679,40542
GPP,625,679,40607
GPP,626,677,40664
GPP,627,677,40727
GPP,628,677,40797
GPP,629,677,40860
GPP,630,677,40925
GPP,631,672,40979
GPP,632,672,41053
GPP,633,672,41112
GPP,634,672,41175
GPP,635,672,41238
GPP,636,672,41308
GPP,637,672,41363
GPP,638,672,41425
GPP,639,672,41502
GPP,640,672,41559
GPP,641,672,41626
GPP,642,672,41694
GPP,643,672,41758
GPP,644,672,41810
GPP,645,672,41886
GPP,646,672,41950
GPP,647,672,42010
GPP,648,672,42077
GPP,649,672,42145
GPP,650,672,42209
GPP,651,672,42259
GPP,652,670,42355
GPP,653,670,42415
GPP,654,670,42475
GPP,655,670,42546
GPP,656,668,42615
GPP,657,668,42680
GPP,658,668,42746
GPP,659,668,42809
GPP,660,668,42874
GPP,661,668,42926
GPP,662,668,43006
GPP,663,668,43066
GPP,664,668,43124
GPP,665,668,43195
GPP,666,668,43262
GPP,667,668,43326
GPP,668,668,43391
GPP,669,668,43455
GPP,670,668,43519
GPP,671,668,43583
GPP,672,668,43649
GPP,673,668,43714
GPP,674,668,43774
GPP,675,668,43843
GPP,676,668,43909
GPP,677,668,43973
GPP,678,668,44023
GPP,679,668,44087
GPP,680,668,44163
GPP,681,663,44225
GPP,682,663,44296
GPP,683,663,44359
GPP,684,663,44425
GPP,685,663,44477
GPP,686,663,44553
GPP,687,663,44609
GPP,688,663,44681
GPP,689,663,44745
GPP,690,663,44808
GPP,691,663,44859
GPP,692,663,44937
GPP,693,663,44991
GPP,694,663,45061
GPP,695,663,45128
GPP,696,663,45191
GPP,697,663,45254
GPP,698,661,45309
GPP,699,661,45372
GPP,700,661,45445
GPP,701,661,45513
GPP,702,661,45578
GPP,703,661,45641
GPP,704,661,45700
GPP,705,661,45773
GPP,706,661,45845
GPP,707,661,45907
GPP,708,660,45972
GPP,709,658,46035
GPP,710,654,46107
GPP,711,654,46173
GPP,712,654,46235
GPP,713,654,46302
GPP,714,653,46367
GPP,715,652,46426
GPP,716,651,46496
GPP,717,651,46559
GPP,718,651,46626
GPP,719,648,46695
GPP,720,646,46763
GPP,721,646,46826
GPP,722,646,46879
GPP,723,644,46951
GPP,724,644,47008
GPP,725,644,47076
GPP,726,644,47139
GPP,727,643,47208
GPP,728,641,47260
GPP,729,640,47343
GPP,730,639,47410
GPP,731,639,47476
GPP,732,639,47543
GPP,733,639,47600
GPP,734,638,47672
GPP,735,638,47736
GPP,736,638,47793
GPP,737,638,47860
GPP,738,638,47926
GPP,739,638,47991
GPP,740,636,48058
GPP,741,636,48131
GPP,742,636,48194
GPP,743,635,48259
GPP,744,635,48327
GPP,745,635,48392
GPP,746,635,48444
GPP,747,635,48509
GPP,748,635,48576
GPP,749,635,48651
GPP,750,635,48717
GPP,751,635,48785
GPP,752,635,48849
GPP,753,634,48913
GPP,754,634,48976
GPP,755,632,49040
GPP,756,632,49105
GPP,757,632,49167
GPP,758,632,49222
GPP,759,632,49296
GPP,760,632,49366
GPP,761,632,49446
GPP,762,632,49514
GPP,763,632,49577
GPP,764,632,49656
GPP,765,632,49720
GPP,766,632,49784
GPP,767,632,49845
GPP,768,632,49912
GPP,769,632,49976
GPP,770,632,50040
GPP,771,632,50103
GPP,772,632,50158
GPP,773,632,50230
GPP,774,632,50295
GPP,775,632,50358
GPP,776,632,50422
GPP,777,632,50474
GPP,778,632,50549
GPP,779,632,50614
GPP,780,632,50676
GPP,781,632,50739
GPP,782,632,50804
GPP,783,632,50869
GPP,784,632,50927
GPP,785,632,50992
GPP,786,632,51060
GPP,787,631,51113
GPP,788,631,51187
GPP,789,631,51250
GPP,790,631,51309
GPP,791,629,51379
GPP,792,629,51442
GPP,793,629,51505
GPP,794,629,51569
GPP,795,629,51631
GPP,796,629,51695
GPP,797,628,51757
GPP,798,628,51820
GPP,799,628,51881
GPP,800,628,51942
GPP,801,628,52012
GPP,802,625,52086
GPP,803,625,52151
GPP,804,625,52218
GPP,805,623,52286
GPP,806,623,52359
GPP,807,623,52425
GPP,808,623,52486
GPP,809,623,52549
GPP,810,623,52622
GPP,811,623,52696
GPP,812,623,52770
GPP,813,623,52836
GPP,814,623,52896
GPP,815,619,52992
GPP,816,619,53056
GPP,817,619,53120
GPP,818,619,53196
GPP,819,616,53259
GPP,820,616,53326
GPP,821,616,53396
GPP,822,616,53461
GPP,823,616,53526
GPP,824,616,53592
GPP,825,616,53642
GPP,826,616,53705
GPP,827,614,53776
GPP,828,614,53849
GPP,829,614,53909
GPP,830,614,53973
GPP,831,614,54037
